path,in_manifest,exists,width,height,mode,has_alpha,size_kb,meta_exists,sprite_frame_uuid,reference_count,possible_reference_count,used_by,issues,cleanup_reasons
textures/ui/upgrade/icon_ability_frostbite.png,True,True,256,256,RGBA,True,98.3,True,676ffe7a-ba9b-4d6e-bb77-f2dea3c9b621@f9941,0,0,unknown,,
textures/ui/upgrade/icon_ability_holyshield.png,True,True,256,256,RGBA,True,118.64,True,45038be5-c202-4560-abc7-e81c0fc4bdf7@f9941,0,0,unknown,,
textures/ui/upgrade/icon_ability_lifestealaura.png,True,True,256,256,RGBA,True,62.55,True,c38cbadd-7040-4f49-9e3b-bf6bcde300c8@f9941,0,0,unknown,,
textures/ui/upgrade/icon_ability_phasewalk.png,True,True,256,256,RGBA,True,85.02,True,f1e20dfa-c6ee-4968-b863-3035fc2e3f56@f9941,0,0,unknown,,
textures/ui/upgrade/icon_ability_ricochet.png,True,True,256,256,RGBA,True,79.87,True,5d017b2e-83be-44c7-a578-a4ada96c7102@f9941,0,0,unknown,,
textures/ui/upgrade/icon_ability_shieldreflect.png,True,True,256,256,RGBA,True,74.7,True,48601712-9695-4b8e-916f-3dec30af94bf@f9941,0,0,unknown,,
textures/ui/upgrade/icon_ability_sprint.png,True,True,256,256,RGBA,True,87.13,True,9629b3b0-f7a8-4aed-a09b-135f54bc3b35@f9941,0,0,unknown,,
textures/ui/upgrade/icon_ability_warcry.png,True,True,256,256,RGBA,True,110.34,True,14c3d42e-629b-40a6-9e1a-47a67390d0a1@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_blinkstone.png,True,True,256,256,RGBA,True,82.83,True,c0d4b0b4-7ffb-44f6-b67a-4829b6fc3f86@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_decoyscroll.png,True,True,256,256,RGBA,True,109.62,True,03d8c504-c308-4a5a-8713-11b4fc01b09a@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_echoorb.png,True,True,256,256,RGBA,True,98.86,True,e08a68b3-b882-40dd-9b81-d4afa9484750@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_flamering.png,True,True,256,256,RGBA,True,110.75,True,1f357c94-748e-4142-a63a-d4f841081058@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_frenzyaxe.png,True,True,256,256,RGBA,True,79.51,True,8bc67b55-f4eb-4af6-be15-8adc82940ee3@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_frostamulet.png,True,True,256,256,RGBA,True,121.48,True,60475473-65ca-4820-9176-61a01bc160d5@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_gravitystone.png,True,True,256,256,RGBA,True,94.47,True,59c80de4-7e2a-47be-a333-e4c9ab204a0f@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_immortalstone.png,True,True,256,256,RGBA,True,94.43,True,f581920d-f140-43a5-a543-9ef28fed5419@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_ironarmor.png,True,True,256,256,RGBA,True,101.47,True,6d719bbb-e17a-437c-9741-5dad89d19fe2@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_lifelink.png,True,True,256,256,RGBA,True,67.82,True,7a2f9631-17c1-42fb-8a8c-8ea1240c61e7@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_luckycoin.png,True,True,256,256,RGBA,True,66.64,True,c04cdd9a-d9d2-4819-a99a-cba4607ef6e3@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_shadowcloak.png,True,True,256,256,RGBA,True,83.22,True,30491dfa-390c-40ca-9f0e-761db01e9d11@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_shadowdagger.png,True,True,256,256,RGBA,True,63.26,True,dcfebca3-03c8-4f08-a79f-fc3dd6301594@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_speedgauntlet.png,True,True,256,256,RGBA,True,131.18,True,bf113417-4976-4c83-b9e7-3dba1d86f580@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_thornarmor.png,True,True,256,256,RGBA,True,113.87,True,5f3a39c5-f4ce-43f6-9aca-5dd2f6ac3977@f9941,0,0,unknown,,
textures/ui/upgrade/icon_relic_timehourglass.png,True,True,256,256,RGBA,True,108.47,True,1c90738c-6ed4-4684-b5a0-08a40461d8d0@f9941,0,0,unknown,,
textures/ui/upgrade/icon_upgrade_agileboots.png,True,True,256,256,RGBA,True,90.92,True,fd0e36d3-6398-4863-b38b-cf7284e1c4cd@f9941,0,0,unknown,,
textures/ui/upgrade/icon_upgrade_berserkerpact.png,True,True,256,256,RGBA,True,116.41,True,0ae7c491-02e2-4f1b-87db-f3671bd630ce@f9941,0,0,unknown,,
textures/ui/upgrade/icon_upgrade_greedring.png,True,True,256,256,RGBA,True,95.99,True,7d1be67b-07d7-4441-85c5-cb8a0b626208@f9941,0,0,unknown,,
textures/ui/upgrade/icon_upgrade_ironwall.png,True,True,256,256,RGBA,True,101.36,True,26988dc5-d6d1-433c-80f1-6f08bf1a62f5@f9941,0,0,unknown,,
textures/ui/upgrade/icon_upgrade_lifecharm.png,True,True,256,256,RGBA,True,86.34,True,df46ed4b-f9b8-4dce-a4d6-2d3659828415@f9941,0,0,unknown,,
textures/ui/upgrade/icon_upgrade_longarm.png,True,True,256,256,RGBA,True,69.99,True,1e26aa28-5a8f-4aed-bb04-0acda5997b3f@f9941,0,0,unknown,,
textures/ui/upgrade/icon_upgrade_windstep.png,True,True,256,256,RGBA,True,86.78,True,bdeda61a-0e4b-4c7c-99ca-6151c31bb1c9@f9941,0,0,unknown,,
